date,name,省份,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
2020-03-02,上海市,上海市,9,19,1,338,0,3
2020-03-02,江苏省,江苏省,0,4,0,631,0,0
2020-03-02,浙江省,浙江省,0,2,7,1213,0,1
2020-03-02,安徽省,安徽省,0,0,0,990,0,6
2020-03-02,福建省,福建省,0,0,0,296,0,1
2020-03-02,江西省,江西省,1,1,0,935,0,1
2020-03-02,山东省,山东省,0,0,0,758,0,6
2020-03-02,河南省,河南省,0,0,0,1272,0,22
2020-03-02,湖北省,湖北省,64,434,114,67217,31,2834
2020-03-02,湖南省,湖南省,0,0,0,1018,0,4
2020-03-02,广东省,广东省,0,0,0,1350,0,7
2020-03-02,广西壮族自治区,广西壮族自治区,0,0,0,252,0,2
2020-03-02,海南省,海南省,0,2,0,168,0,5
2020-03-02,重庆市,重庆市,2,3,0,576,0,6
2020-03-02,四川省,四川省,0,1,0,538,0,3
2020-03-02,贵州省,贵州省,1,1,0,146,0,2
2020-03-02,云南省,云南省,1,4,0,174,0,2
2020-03-02,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-03-02,陕西省,陕西省,0,0,0,245,0,1
2020-03-02,甘肃省,甘肃省,0,0,0,91,0,2
2020-03-02,青海省,青海省,0,0,0,18,0,0
2020-03-02,宁夏回族自治区,宁夏回族自治区,0,4,0,74,0,0
2020-03-02,新疆维吾尔自治区,新疆维吾尔自治区,0,0,0,76,0,3
2020-03-02,台湾省,台湾省,0,0,1,41,0,1
2020-03-02,香港特别行政区,香港特别行政区,0,0,2,100,0,2
2020-03-02,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-03-03,北京市,北京市,11,38,3,417,0,8
2020-03-03,天津市,天津市,17,35,0,136,0,3
2020-03-03,河北省,河北省,0,0,0,318,0,6
2020-03-03,山西省,山西省,0,0,0,133,0,0
2020-03-03,内蒙古自治区,内蒙古自治区,0,1,0,75,1,1
2020-03-03,辽宁省,辽宁省,36,55,0,125,0,1
2020-03-03,吉林省,吉林省,0,2,0,93,0,1
2020-03-03,黑龙江省,黑龙江省,2,2,0,480,0,13
2020-03-03,上海市,上海市,19,26,0,338,0,3
2020-03-03,江苏省,江苏省,0,4,0,631,0,0
2020-03-03,浙江省,浙江省,2,4,0,1213,0,1
2020-03-03,安徽省,安徽省,0,0,0,990,0,6
2020-03-03,福建省,福建省,0,0,0,296,0,1
2020-03-03,江西省,江西省,0,1,0,935,0,1
2020-03-03,山东省,山东省,0,0,0,758,0,6
2020-03-03,河南省,河南省,0,0,0,1272,0,22
2020-03-03,湖北省,湖北省,52,340,115,67332,37,2871
2020-03-03,湖南省,湖南省,0,0,0,1018,0,4
2020-03-03,广东省,广东省,0,0,0,1350,0,7
2020-03-03,广西壮族自治区,广西壮族自治区,0,0,0,252,0,2
2020-03-03,海南省,海南省,0,0,0,168,0,5
2020-03-03,重庆市,重庆市,1,3,0,576,0,6
2020-03-03,四川省,四川省,1,2,0,538,0,3
2020-03-03,贵州省,贵州省,0,1,0,146,0,2
2020-03-03,云南省,云南省,2,5,0,174,0,2
2020-03-03,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-03-03,陕西省,陕西省,0,0,0,245,0,1
2020-03-03,甘肃省,甘肃省,0,0,0,91,0,2
2020-03-03,青海省,青海省,0,0,0,18,0,0
2020-03-03,宁夏回族自治区,宁夏回族自治区,0,1,1,75,0,0
2020-03-03,新疆维吾尔自治区,新疆维吾尔自治区,0,0,0,76,0,3
2020-03-03,台湾省,台湾省,0,0,1,42,0,1
2020-03-03,香港特别行政区,香港特别行政区,0,0,0,100,0,2
2020-03-03,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
